folio,trim,unidad,region,ciudad,punto,turno,sexo,edad,nacio,origen,viveloc,paisvive,razon,trabaja,regresa,p1,p1_1,p1_1_1,p1_1_1_1_1,p1_1_1_1_2,p1_2,p2,p2_1,p2_1_1a,p2_1_1n,p2_1_2a,p2_1_2n,p3,p4,p4_1,p5,p6,p7,p8,p8_1,p9,p9_1_1,p9_1_2,p9_1_3,p9_2,p9_3,p10p,p10e,p10m,p10u,p11,p11_1p,p11_1e,p11_1m,p11_1u,p11_1u_b,p12,p13,p13_1_1,p13_1_2,p13_1_3,p13_1_4,p13_1_5,p13_1_6,p13_1_7,p13_1_8,p13_1_9,p13_1_10,p14,p14_1,p14_2,p14_3,p14_3_1c,p14_3_1t,p14_4,p15_1,p15_2,p15_3,p15_4,p15_4_1,p15_5,p15_6,p15_7c,p15_7u,p15_7t,p15_8,p15_9,p15_10,p15_11,p15_12_1,p15_12_2,p15_12_3,p15_12_4,p15_12_5,p15_12_6,p15_12_7,p15_13,p15_13_1_1,p15_13_1_2,p16_1,p16_2,p16_3,p17,p18,p19,p19_1,p20c,p20t,p20_1_0_1,p20_1_0_2,p20_1_0_3,p20_1_0_4,p20_1_0_5,p20_1_0_6,p20_2,p20_3,p20_4,p20_4_1,p21,p21_1,p21_2,p21_3,p22,p22_1,p22_2c,p22_2u,p23,p24,p24_1,p25,p25_1es,p25_1cn,p25_1cd,p25_2_1,p25_2_2,p25_2_3,p25_2_4,p25_2_5,p25_3,p26c,p26t,p27,p27_1,p27_2,p27_3c,p27_3t,p28_1,p28_2,p28_3,p28_4,p29,p29_1,p30,p30_1,p31,p32,p33,p34,p34_1,p35,p36,p37,p37_1_1,p37_1_2,p37_1_3,p37_1_4,p37_1_5,p37_1_6,p38_1,p38_2,p38_3,p38_4,p39_1,p39_2,p39_3,oficio_origen,nivel,lug_des,filtro,estrato,upm,ponfin3
424102,1,152002,2,1,3,2,2,30,1,-2,2,1,7,-8,-8,0,-9,-9,-9,-9,-9,1,1,6,1,-14,-14,1,2,2,6,2,2,2,3,3,1,2,0,2,2,1,32,32007,97,1,-20,-20,-20,-20,97,1,2,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,2,5,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,3,-33,-33,999,999,999,2,1,-34,-34,777,7,2,1,2,1,2,2,2,6,1,8,2,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,2,-43,-43,-43,-43,2,2,2,2,2,2,0,-46,-46,-46,-46,-46,-46,-46,3,2,-49,-49,-49,-49,-49,-49,-49,-49,-49,-49,2,2,2,-1,2,2,1,21032,21032152002,86.3853464284941
432402,1,152002,2,1,3,2,1,35,1,-2,2,1,7,-8,-8,0,-9,-9,-9,-9,-9,1,1,3,2,-15,-15,-15,2,2,6,2,5,1,-17,7,3,4,0,2,1,1,19,19005,2,1,-20,-20,-20,-20,2,2,2,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,2,2,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,2,-33,-33,999,999,999,2,1,-34,-34,2,5,2,2,1,1,2,2,1,4,1,2,2,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,2,-43,-43,-43,-43,2,2,2,2,2,2,0,-46,-46,-46,-46,-46,-46,-46,1,2,-49,-49,-49,-49,-49,-49,-49,-49,-49,-49,2,2,2,-1,4,2,1,21032,21032152002,86.3853464284941
51603,1,32003,5,1,5,2,2,42,1,-2,2,1,4,2,2,0,-9,-9,-9,-9,-9,1,1,2,8,-15,-15,-15,2,2,6,2,4,1,-17,1,-18,-18,-18,-18,-18,1,14,14039,2,1,-20,-20,-20,-20,2,2,2,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,2,5,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,3,-33,-33,999,999,999,4,97,2,2019,997,97,2,1,2,2,2,2,1,4,2,-37,1,1,260430001,3,2,-39,-39,-39,3,-41,-41,1,4,4019,401977000,3,1,2,2,2,1,777,7,1,6,1,25,6,2,2,2,2,2,2,0,-46,-46,-46,-46,-46,-46,-46,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,-1,7,3,1,51052,51052032003,86.5852602473718
758802,1,272002,4,1,3,1,1,27,1,-2,2,1,7,-8,-8,0,-9,-9,-9,-9,-9,1,1,3,2,-15,-15,-15,2,2,6,2,5,1,-17,2,0,2,0,1,1,1,5,5035,2,1,-20,-20,-20,-20,2,1,2,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,1,-23,2,2,1,5,2,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,97,97,97,999,999,999,3,1,-34,-34,997,97,2,1,2,1,2,1,1,4,1,3,2,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,2,-43,-43,-43,-43,2,2,2,2,2,2,0,-46,-46,-46,-46,-46,-46,-46,1,2,-49,-49,-49,-49,-49,-49,-49,-49,-49,-49,2,2,2,-1,4,2,1,41031,41031272002,86.878985245
427402,1,152002,5,1,4,2,2,43,1,-2,2,1,4,2,2,0,-9,-9,-9,-9,-9,1,1,3,3,-15,-15,-15,2,2,6,2,4,1,-17,1,-18,-18,-18,-18,-18,1,25,25012,2,1,-20,-20,-20,-20,2,2,2,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,1,-23,1,-25,-25,-25,-25,411,5,-30,2,-31,99,7,9999999,99,99,1,1,463,1,2,2,2,2,2,2,2,3,-33,-33,999,941,996,4,97,2,2019,997,97,2,1,2,2,2,2,1,4,2,-37,1,1,260430001,3,2,-39,-39,-39,5,-41,-41,1,4,4019,401977000,3,2,2,1,2,1,777,7,1,6,1,25,6,2,2,2,2,2,2,0,-46,-46,-46,-46,-46,-46,-46,1,1,2,2,1,2,2,2,1,2,2,2,2,2,2,4,6,3,1,51042,51042152002,91.553266987
24603,1,22003,4,1,3,2,2,80,1,-2,2,1,3,2,2,0,-9,-9,-9,-9,-9,1,1,5,1,-14,-14,1,2,2,6,2,4,2,4,5,1,3,1,2,2,1,5,5035,2,1,-20,-20,-20,-20,2,2,1,1,1,2,2,2,2,1,2,1,2,2,5,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,3,-33,-33,999,999,999,4,1,-34,-34,6,3,2,1,2,1,1,1,1,4,2,-37,2,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,2,-43,-43,-43,-43,2,2,2,2,2,2,0,-46,-46,-46,-46,-46,-46,-46,3,1,2,1,2,2,2,2,1,2,1,2,2,2,2,-1,1,2,1,41032,41032022003,100.799797975618
419103,1,152003,2,1,4,2,1,25,1,-2,2,1,7,-8,-8,0,-9,-9,-9,-9,-9,1,1,3,2,-15,-15,-15,2,2,6,2,1,1,-17,2,0,2,0,1,1,1,24,24008,97,1,-20,-20,-20,-20,97,1,2,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,2,7,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,3,-33,-33,999,999,999,1,1,-34,-34,2,5,2,1,2,1,2,2,1,5,1,2,2,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,2,-43,-43,-43,-43,2,2,2,2,2,2,0,-46,-46,-46,-46,-46,-46,-46,1,2,-49,-49,-49,-49,-49,-49,-49,-49,-49,-49,2,2,2,-1,4,2,1,21042,21042152003,104.696155018709
545101,1,192001,4,1,3,3,1,17,1,-2,2,1,3,2,2,0,-9,-9,-9,-9,-9,1,1,3,3,-15,-15,-15,2,2,6,2,6,2,2,5,0,5,0,2,2,1,8,8019,2,1,-20,-20,-20,-20,2,2,2,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,2,4,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,98,98,98,999,999,999,4,2,2,2019,997,97,2,2,2,2,2,1,1,4,97,97,2,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,2,-43,-43,-43,-43,2,2,2,2,2,2,0,-46,-46,-46,-46,-46,-46,-46,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,-1,6,2,1,41033,41033192001,104.906374683338
540803,1,192003,4,1,1,3,1,60,1,-2,2,1,3,2,2,0,-9,-9,-9,-9,-9,1,1,3,4,-15,-15,-15,2,2,6,2,5,2,1,3,0,3,0,2,2,1,14,14039,2,1,-20,-20,-20,-20,2,2,2,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,2,5,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,3,-33,-33,999,999,999,4,1,-34,-34,997,97,2,1,2,2,1,2,1,4,2,-37,2,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,2,-43,-43,-43,-43,2,2,2,2,2,2,0,-46,-46,-46,-46,-46,-46,-46,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,-1,4,2,1,41013,41013192003,108.864288629311
256203,1,82003,4,1,3,2,2,61,1,-2,2,1,3,2,2,1,0,-10,-10,-10,1,1,1,6,1,-14,-14,1,2,2,6,2,6,2,3,3,0,2,1,1,2,1,5,5035,2,1,-20,-20,-20,-20,2,2,1,1,1,2,1,2,2,1,2,2,2,2,5,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,3,-33,-33,999,999,999,4,1,-34,-34,5,3,2,1,2,2,2,2,1,4,2,-37,2,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,2,-43,-43,-43,-43,2,2,2,2,2,2,0,-46,-46,-46,-46,-46,-46,-46,3,1,1,2,2,2,2,2,2,1,1,2,2,2,2,-1,2,2,1,41032,41032082003,115.232381473515
17203,1,22003,2,1,2,2,2,23,1,-2,2,1,7,-8,-8,0,-9,-9,-9,-9,-9,1,1,3,2,-15,-15,-15,2,2,6,2,6,2,2,5,1,4,0,2,2,1,24,24020,2,1,-20,-20,-20,-20,2,1,2,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,2,4,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,3,-33,-33,999,999,999,1,1,-34,-34,1,5,2,1,2,1,2,1,1,4,1,6,2,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,2,-43,-43,-43,-43,2,2,2,2,2,2,0,-46,-46,-46,-46,-46,-46,-46,1,2,-49,-49,-49,-49,-49,-49,-49,-49,-49,-49,2,2,2,-1,4,2,1,21022,21022022003,128.8417809
434602,1,152002,1,2,2,2,1,25,1,-2,2,1,7,-8,-8,0,-9,-9,-9,-9,-9,1,1,3,3,-15,-15,-15,2,2,3,2,6,2,2,3,0,0,99,2,2,1,14,14039,2,1,-20,-20,-20,-20,2,2,2,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,1,-23,1,-25,-25,-25,-25,521,4,-30,2,-31,12,7,10000,1,3,2,2,812,1,2,2,-32,2,2,2,2,2,-33,-33,999,999,999,3,1,-34,-34,997,97,2,1,2,2,2,2,1,5,1,6,2,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,2,-43,-43,-43,-43,2,2,2,2,2,2,0,-46,-46,-46,-46,-46,-46,-46,2,2,-49,-49,-49,-49,-49,-49,-49,-49,-49,-49,2,2,2,5,6,2,1,12022,12022152002,131.370207340698
350803,1,112003,4,1,1,3,2,30,1,-2,2,1,3,2,2,0,-9,-9,-9,-9,-9,1,1,3,5,-15,-15,-15,2,2,6,2,6,2,2,4,0,4,0,3,2,1,25,25012,2,1,-20,-20,-20,-20,2,2,2,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,1,-23,2,1,-26,-26,-26,312,1,1,1,2,9,6,1500,1,3,2,3,722,1,2,2,2,2,2,2,2,3,-33,-33,999,996,996,4,1,-34,-34,997,97,2,1,2,2,2,2,1,4,97,97,2,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,2,-43,-43,-43,-43,2,2,2,2,2,2,0,-46,-46,-46,-46,-46,-46,-46,2,2,-49,-49,-49,-49,-49,-49,-49,-49,-49,-49,2,2,2,6,6,2,1,41013,41013112003,132.951174390481
488801,1,172001,1,2,2,2,1,20,1,-2,2,1,7,-8,-8,0,-9,-9,-9,-9,-9,1,1,3,2,-15,-15,-15,2,2,6,2,6,2,2,6,2,4,0,3,2,1,32,32056,2,1,-20,-20,-20,-20,2,2,1,1,2,2,2,2,2,2,1,2,2,1,-23,1,-25,-25,-25,-25,612,1,2,1,3,8,7,1000,1,3,3,2,112,6,1,2,-32,2,1,2,1,3,-33,-33,999,999,999,2,1,-34,-34,4,5,2,1,2,1,2,1,1,4,1,6,2,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,2,-43,-43,-43,-43,2,2,2,2,2,2,0,-46,-46,-46,-46,-46,-46,-46,1,2,-49,-49,-49,-49,-49,-49,-49,-49,-49,-49,1,1,2,1,4,2,1,12022,12022172001,133.548432241055
56203,1,32003,4,1,3,1,2,70,1,-2,2,1,3,2,2,0,-9,-9,-9,-9,-9,1,1,5,1,-14,-14,1,2,2,1,2,4,2,4,6,1,4,1,2,2,1,32,32010,2,1,-20,-20,-20,-20,2,2,2,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,2,5,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,3,-33,-33,999,999,999,4,1,-34,-34,2,5,2,1,2,2,2,2,1,4,2,-37,2,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,2,-43,-43,-43,-43,2,2,2,2,2,2,1,-47,2017,2,1,2,-48,8,2,2,-49,-49,-49,-49,-49,-49,-49,-49,-49,-49,2,2,2,-1,1,2,1,41031,41031032003,137.467346845799
503102,1,192002,1,2,2,3,2,45,1,-2,2,1,7,-8,-8,2,2,1,1,96,2,1,1,3,3,-15,-15,-15,2,2,3,2,2,1,-17,3,2,0,0,1,1,1,28,28035,2,1,-20,-20,-20,-20,2,1,2,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,1,-23,1,-25,-25,-25,-25,421,2,1,1,2,8,7,1000,1,3,1,2,463,1,2,2,2,2,1,1,2,3,-33,-33,999,996,996,2,1,-34,-34,3,5,2,1,2,1,2,2,1,4,1,8,2,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,2,-43,-43,-43,-43,2,2,2,2,2,2,0,-46,-46,-46,-46,-46,-46,-46,1,2,-49,-49,-49,-49,-49,-49,-49,-49,-49,-49,2,2,2,4,6,2,1,12023,12023192002,147.49088160625
323201,1,132001,4,1,1,2,1,19,1,-2,2,1,7,-8,-8,2,0,-10,-10,-10,1,1,1,3,3,-15,-15,-15,2,2,6,2,6,2,2,7,2,5,0,4,2,1,13,13029,1,2,1,13,13048,2,2,2,2,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,2,4,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,3,-33,-33,999,998,998,2,1,-34,-34,997,97,2,1,2,2,2,2,1,4,1,3,2,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,2,-43,-43,-43,-43,2,2,2,2,2,2,0,-46,-46,-46,-46,-46,-46,-46,2,2,-49,-49,-49,-49,-49,-49,-49,-49,-49,-49,2,2,2,-1,6,2,1,41012,41012132001,148.57307643589
462103,1,162003,3,2,1,3,1,50,1,-2,2,1,5,2,2,0,-9,-9,-9,-9,-9,1,1,3,2,-15,-15,-15,1,1,3,2,1,1,-17,3,1,3,99,0,1,1,15,15024,2,1,-20,-20,-20,-20,2,1,2,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,1,-23,2,2,999,99,4,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,3,-33,-33,999,999,999,1,1,-34,-34,999,99,2,1,2,2,2,1,2,5,1,7,2,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,2,-43,-43,-43,-43,2,2,2,2,2,2,0,-46,-46,-46,-46,-46,-46,-46,1,2,-49,-49,-49,-49,-49,-49,-49,-49,-49,-49,2,2,2,-1,4,2,1,32013,32013162003,154.4005806252
210703,1,72003,4,1,1,2,2,40,1,-2,2,1,3,2,2,0,-9,-9,-9,-9,-9,1,1,6,1,-14,-14,1,2,2,6,2,3,2,2,4,0,3,0,2,2,1,23,23005,2,1,-20,-20,-20,-20,2,2,2,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,1,-23,1,-25,-25,-25,-25,421,1,2,2,-31,8,7,900,1,3,1,2,461,1,2,2,2,2,1,2,2,2,-33,-33,999,996,996,5,1,-34,-34,777,7,2,1,2,1,2,1,1,4,1,97,2,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,2,-43,-43,-43,-43,2,2,2,2,2,2,0,-46,-46,-46,-46,-46,-46,-46,2,2,-49,-49,-49,-49,-49,-49,-49,-49,-49,-49,2,2,2,4,2,2,1,41012,41012072003,162.271081673364
487501,1,172001,1,2,2,2,1,40,1,-2,2,1,7,-8,-8,3,0,-10,-10,-10,0,1,1,4,8,-15,-15,-15,2,2,2,2,4,1,-17,1,-18,-18,-18,-18,-18,1,30,30034,2,1,-20,-20,-20,-20,2,2,2,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,2,7,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,2,-33,-33,999,999,999,3,5,2,2020,6,2,2,1,2,2,2,2,1,5,1,8,2,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,1,3,1,4,6,2,2,2,2,2,2,997,2020,2020,2,1,1,541,8,2,2,-49,-49,-49,-49,-49,-49,-49,-49,-49,-49,2,2,2,-1,7,2,1,12022,12022172001,166.935540249454
7303,1,12003,2,1,3,2,2,25,1,-2,2,1,7,-8,-8,0,-9,-9,-9,-9,-9,1,1,3,2,-15,-15,-15,2,2,6,2,5,2,1,2,0,2,0,2,2,1,13,13007,97,1,-20,-20,-20,-20,97,1,2,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,2,5,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,3,-33,-33,999,999,999,2,1,-34,-34,1,5,2,1,2,1,2,1,1,4,1,8,2,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,2,-43,-43,-43,-43,2,2,2,2,2,2,0,-46,-46,-46,-46,-46,-46,-46,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,-1,4,2,1,21032,21032012003,170.727796132254
471202,1,182002,4,1,3,1,1,46,1,-2,2,1,7,-8,-8,0,-9,-9,-9,-9,-9,1,1,3,3,-15,-15,-15,2,2,6,2,5,1,-17,4,2,2,0,1,1,1,5,5001,97,1,-20,-20,-20,-20,97,1,2,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,2,1,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,3,-33,-33,999,996,996,1,1,-34,-34,6,5,2,1,2,1,2,1,1,4,1,4,2,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,2,-43,-43,-43,-43,2,2,2,2,2,2,0,-46,-46,-46,-46,-46,-46,-46,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,-1,6,2,1,41031,41031182002,173.75797049
164902,1,62002,1,2,2,2,1,22,1,-2,2,1,3,2,2,0,-9,-9,-9,-9,-9,1,1,2,1,-14,-14,1,2,2,6,2,6,2,3,4,1,3,0,3,2,1,30,30155,2,1,-20,-20,-20,-20,2,2,2,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,2,1,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,3,-33,-33,999,999,999,2,1,-34,-34,777,7,2,1,2,1,2,1,1,4,1,8,2,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,2,-43,-43,-43,-43,2,2,2,2,2,2,0,-46,-46,-46,-46,-46,-46,-46,1,2,-49,-49,-49,-49,-49,-49,-49,-49,-49,-49,2,2,2,-1,1,2,1,12022,12022062002,175.022512873993
473203,1,182003,5,1,5,1,1,26,1,-2,2,1,7,-8,-8,1,0,-10,-10,-10,0,1,1,3,7,-15,-15,-15,2,2,6,2,6,1,-17,1,-18,-18,-18,-18,-18,1,26,26030,2,1,-20,-20,-20,-20,2,1,2,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,1,-23,1,-25,-25,-25,-25,263,1,1,1,2,10,6,2100,1,3,1,6,713,1,2,2,-32,2,2,2,2,3,-33,-33,999,996,996,3,97,2,2020,997,97,2,1,2,2,2,2,2,3,1,6,2,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,2,-43,-43,-43,-43,2,2,2,2,2,2,0,-46,-46,-46,-46,-46,-46,-46,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,6,6,2,1,51051,51051182003,180.509278156539
473303,1,182003,5,1,5,1,1,38,1,-2,2,1,7,-8,-8,1,0,-10,-10,-10,0,1,1,3,6,-15,-15,-15,2,2,6,2,5,1,-17,2,0,2,0,2,1,1,26,26030,2,1,-20,-20,-20,-20,2,2,2,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,2,7,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,3,-33,-33,999,996,996,3,97,2,2020,997,97,2,1,2,1,2,2,2,3,1,6,2,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,1,6,1,15,6,2,2,2,2,2,2,0,-46,-46,-46,-46,-46,-46,-46,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,-1,7,2,1,51051,51051182003,180.509278156539
368803,1,122003,6,2,1,2,1,35,1,-2,2,1,7,-8,-8,0,-9,-9,-9,-9,-9,1,1,3,2,-15,-15,-15,2,2,6,2,6,1,-17,1,-18,-18,-18,-18,-18,1,25,25001,2,1,-20,-20,-20,-20,2,2,2,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,1,-23,1,-25,-25,-25,-25,421,1,1,1,2,8,6,2250,1,3,1,3,461,1,2,2,-32,2,2,2,2,3,-33,-33,999,999,999,2,1,-34,-34,777,7,2,1,2,1,2,1,1,4,1,4,2,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,2,-43,-43,-43,-43,2,2,2,2,2,2,0,-46,-46,-46,-46,-46,-46,-46,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,4,4,2,1,62012,62012122003,184.114191560415
369203,1,122003,6,2,1,2,1,49,1,-2,2,1,5,2,2,1,0,-10,-10,-10,1,1,1,6,1,-14,-14,1,2,2,6,2,5,1,-17,3,0,2,0,2,1,1,16,16002,1,1,-20,-20,-20,-20,1,2,2,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,1,-23,1,-25,-25,-25,-25,421,1,1,1,2,8,6,1850,1,3,1,3,461,1,2,2,-32,2,2,2,2,3,-33,-33,999,999,999,2,1,-34,-34,777,7,2,1,2,2,2,2,1,4,1,4,2,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,2,-43,-43,-43,-43,2,2,2,2,2,2,0,-46,-46,-46,-46,-46,-46,-46,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,4,2,2,1,62012,62012122003,184.114191560415
332703,1,112003,4,1,2,1,2,29,1,-2,2,1,8,-7,-7,1,1,1,2,1,1,1,1,3,2,-15,-15,-15,2,2,6,2,5,2,1,3,1,2,0,1,2,1,10,10017,1,1,-20,-20,-20,-20,1,2,2,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,2,5,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,3,-33,-33,999,996,996,8,1,-34,-34,777,7,2,1,2,1,2,1,1,7,1,3,2,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,2,-43,-43,-43,-43,2,2,2,2,2,2,0,-46,-46,-46,-46,-46,-46,-46,2,2,-49,-49,-49,-49,-49,-49,-49,-49,-49,-49,2,2,2,-1,4,2,1,41021,41021112003,220.344804987795
