folio,trim,unidad,region,ciudad,punto,turno,sexo,edad,nacio,origen,viveloc,paisvive,razon,trabaja,regresa,p1,p1_1,p1_2,p1_2_1,p1_2_2,p1_3,p2,p2_1,p2_1_1a,p2_1_1n,p2_1_2a,p2_1_2n,p3,p4,p4_1,p4_2,p5,p5_1,p6,p7,p7_1,p8,p8_1,p8_2,p9p,p9e,p9m,p9u,p9_1,p9_2p,p9_2e,p9_2m,p9_2u,p9_2u_b,p10,p10_1_0_1,p10_1_0_2,p10_1_0_3,p10_1_0_4,p10_1_0_5,p10_1_0_6,p10_1_0_7,p10_1_0_8,p10_1_1c,p10_1_1u,p10_2_1,p10_2_2,p10_2_3,p10_2_4,p10_2_5,p11,p11_1,p11_2,p11_3,p11_3_1c,p11_3_1t,p11_4,p12_1,p12_2,p12_3,p12_4,p12_4_1,p12_5,p12_6,p12_7c,p12_7u,p12_7t,p12_7_1,p12_8,p12_9,p12_10,p12_11,p12_12,p12_13_1,p12_13_2,p12_13_3,p12_13_4,p12_13_5,p12_13_6,p12_13_7,p12_14,p12_14_1_1,p12_14_1_2,p12_14_1_3,p12_14_1_4,p12_14_1_5,p12_14_1_6,p12_14_1_7,p12_14_1_8,p12_14_1_9,p13,p13_1,p14,p15,p15_1,p16c,p16t,p16_1_1,p16_1_2,p16_1_3,p16_1_4,p16_1_5,p16_1_6,p16_2,p16_3,p16_4,p16_4_1,p17,p17_1,p17_2,p17_3,p18,p18_1,p18_2c,p18_2u,p19,p20,p20_1,p21,p21_1es,p21_1cn,p21_1cd,p21_2_1,p21_2_2,p21_2_3,p21_2_4,p21_2_5,p21_3,p22c,p22t,p23,p23_1,p23_2,p23_3c,p23_3t,p24,p24_1,p24_2,p24_3c,p24_3t,p25_1,p25_2,p25_3,p25_4,p26,p26_1,p26_2,p27m,p27a,p28,p29,p30,p31,p32c,p32t,p33,p34,p35_1,p35_2,p36,p37,p38_1,p38_2,p38_3,p38_4,p39_1,p39_2,p39_3,p39_4,p40_1,p40_2,p40_3,lug_des,filtro,ponfin3,t2mp1,t2mp1_1_1,t2mp1_1_2,t2mp1_1_3,t2mp1_1_4,t2mp1_1_5,t2mp1_2_1,t2mp1_2_2,t2mp1_2_3,t2mp1_2_4,t2mp1_2_5,t2mp1_3,t2mp2
28931,1,51703,1,2,1,2,2,36,1,-2,2,1,7,-7,-7,1,-9,-9,-9,-9,-9,1,1,4,7,-15,-15,-15,2,2,2,2,-18,3,1,-19,2,1,1,1,14,14030,1,1,-22,-22,-22,-22,2,1,1,2,2,2,2,2,1,2,2000,1,1,2,2,1,2,1,-25,1,-27,-27,-27,-27,222,1,1,1,2,8,6,3100,1,3,1,2,2,621,1,1,2,2,2,2,2,2,2,2,-35,-35,-35,-35,-35,-35,-35,-35,-35,1,2,1,-38,-38,4,4,2,1,1,1,2,1,1,4,1,6,1,1,280320001,5,2,-43,-43,-43,5,-45,-45,2,-46,-46,-46,-46,-46,-46,-46,-46,2,4,1,1,6,1,28,1,2,-50,-50,-50,-50,2,2,2,2,0,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,2,2,1,2,2,2,2,2,2,2,2,2,3,1,29.0141538477882, , , , , , , , , , , , , 
28943,1,51703,1,2,1,2,1,32,1,-2,2,1,7,-7,-7,2,2,0,-10,-10,0,1,1,3,2,-15,-15,-15,2,2,2,2,-18,5,2,1,3,2,1,1,15,15110,1,1,-22,-22,-22,-22,2,2,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,1,2,2,2,2,1,-25,1,-27,-27,-27,-27,713,2,1,1,1,8,6,5000,1,4,1,2,3,238,5,4,2,2,-34,2,2,2,2,2,-35,-35,-35,-35,-35,-35,-35,-35,-35,2,2,1,-38,-38,3,4,2,1,1,2,2,2,2,3,1,7,2,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,2,-47,-47,-47,-47,2,-50,-50,-50,-50,2,2,2,2,0,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,2,2,1,2,2,2,2,2,2,2,2,2,2,1,18.4272740663817, , , , , , , , , , , , , 
28971,1,31703,4,1,3,2,2,44,1,-2,2,1,3,2,2,2,1,0,-10,-10,1,1,1,3,2,-15,-15,-15,2,2,2,2,-18,5,2,1,5,3,2,1,10,10005,2,1,-22,-22,-22,-22,2,1,1,2,2,2,2,2,2,2,500,1,2,2,2,2,2,1,-25,2,4,-29,-29,2,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,2,-35,-35,-35,-35,-35,-35,-35,-35,-35,4,2,1,-38,-38,997,97,2,1,2,1,2,1,1,4,1,3,2,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,2,-47,-47,-47,-47,2,-50,-50,-50,-50,1,2,2,2,0,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,2,2,1,2,2,2,2,2,2,2,2,2,2,1,24.3042443928807, , , , , , , , , , , , , 
28974,1,31703,4,1,3,2,2,63,1,-2,2,1,3,2,2,2,1,1,3,-11,1,2,-12,-12,-12,-12,-12,2,2,2,2,2,-18,4,2,4,4,1,2,1,8,8014,97,1,-22,-22,-22,-22,97,1,2,1,2,2,1,2,2,2,2000,1,2,2,2,2,2,2,5,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,3,-35,-35,-35,-35,-35,-35,-35,-35,-35,5,2,1,-38,-38,2,5,2,1,2,1,2,2,1,4,2,-41,2,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,2,-47,-47,-47,-47,2,-50,-50,-50,-50,2,2,2,2,0,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,4,2,1,2,2,1,1,1,2,2,2,2,2,1,84.5365002708437, , , , , , , , , , , , , 
28998,1,31703,4,1,3,2,1,49,1,-2,2,1,3,2,2,1,-9,-9,-9,-9,-9,1,1,2,2,-15,-15,-15,2,2,2,2,-18,3,1,-19,3,2,1,1,8,8019,2,1,-22,-22,-22,-22,2,1,2,1,2,2,2,2,2,2,5000,1,2,2,2,2,2,1,-25,2,5,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,2,-35,-35,-35,-35,-35,-35,-35,-35,-35,4,2,1,-38,-38,3,4,2,1,1,1,2,1,1,4,2,-41,2,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,2,-47,-47,-47,-47,2,-50,-50,-50,-50,2,2,2,2,0,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,1,2,1,2,2,2,2,2,2,1,1,2,2,1,94.1789440745181, , , , , , , , , , , , , 
29025,1,31703,4,1,3,2,1,37,1,-2,2,1,7,-7,-7,1,-9,-9,-9,-9,-9,1,1,3,3,-15,-15,-15,2,2,2,2,-18,6,2,2,4,2,2,1,8,8019,2,1,-22,-22,-22,-22,2,2,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,2,2,2,2,2,1,-25,2,2,15,1,3,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,2,-35,-35,-35,-35,-35,-35,-35,-35,-35,3,2,1,-38,-38,1,5,2,1,1,1,2,1,1,4,1,4,2,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,2,-47,-47,-47,-47,2,-50,-50,-50,-50,2,2,2,2,0,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,2,1,2,2,2,2,2,2,2,2,2,2,2,1,41.1302576253609, , , , , , , , , , , , , 
29095,1,21703,2,1,4,2,1,25,1,-2,2,1,7,-7,-7,2,1,0,-10,-10,0,1,1,3,2,-15,-15,-15,2,2,2,2,-18,6,2,2,7,4,2,1,14,14101,2,1,-22,-22,-22,-22,2,2,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,1,2,2,1,2,1,-25,1,-27,-27,-27,-27,421,1,2,2,-33,8,6,800,1,3,1,2,2,466,1,4,2,2,-34,2,2,2,2,2,-35,-35,-35,-35,-35,-35,-35,-35,-35,2,2,1,-38,-38,2,1,2,1,1,2,2,2,2,0,-40,-40,1,1,280270001,5,2,-43,-43,-43,2,-44,7,2,-46,-46,-46,-46,-46,-46,-46,-46,2,666,6,2,-47,-47,-47,-47,2,-50,-50,-50,-50,2,2,2,2,0,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,1,1,2,2,2,2,2,2,2,2,2,2,3,1,121.8527316, , , , , , , , , , , , , 
29108,1,21703,2,1,4,2,1,38,1,-2,2,1,7,-7,-7,2,2,0,-10,-10,0,1,1,1,3,-15,-15,-15,2,2,2,2,-18,5,1,-19,6,3,1,1,22,22014,2,1,-22,-22,-22,-22,2,2,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,1,2,2,1,2,1,-25,1,-27,-27,-27,-27,421,5,-32,2,-33,11,6,2000,1,3,2,2,2,461,1,4,2,2,-34,2,2,2,2,2,-35,-35,-35,-35,-35,-35,-35,-35,-35,2,2,1,-38,-38,3,1,2,1,1,2,2,2,2,0,-40,-40,1,1,280270001,5,2,-43,-43,-43,2,-44,7,2,-46,-46,-46,-46,-46,-46,-46,-46,2,666,6,2,-47,-47,-47,-47,2,-50,-50,-50,-50,2,2,2,2,0,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,1,1,2,2,2,2,2,2,2,2,2,2,3,1,70.06532067, , , , , , , , , , , , , 
29164,1,51703,7,1,2,1,2,34,1,-2,2,1,7,-7,-7,1,-9,-9,-9,-9,-9,1,1,2,8,-15,-15,-15,2,1,2,1,3,5,2,1,2,2,2,1,26,26030,2,1,-22,-22,-22,-22,2,2,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,2,2,2,2,2,1,-25,1,-27,-27,-27,-27,233,2,1,2,-33,6,5,5000,1,4,3,2,3,611,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,-37,3,2,3,2,2017,2,2,2,1,2,2,2,2,1,4,2,-41,2,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,1,6,1,18,2,2,-50,-50,-50,-50,2,2,2,2,0,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,2,2,1,2,2,2,2,2,2,2,2,2,2,1,156.147039785883, , , , , , , , , , , , , 
29173,1,51703,7,1,2,1,1,29,1,-2,2,1,7,-7,-7,1,-9,-9,-9,-9,-9,1,1,3,2,-15,-15,-15,2,2,2,2,-18,6,2,2,4,1,1,1,32,32034,1,1,-22,-22,-22,-22,2,1,2,2,2,2,1,2,2,2,1000,1,1,2,2,1,2,2,7,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,2,-35,-35,-35,-35,-35,-35,-35,-35,-35,1,2,1,-38,-38,997,97,2,1,2,1,2,1,1,4,1,7,2,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,2,-47,-47,-47,-47,2,-50,-50,-50,-50,2,2,2,2,0,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,3,2,2,2,2,2,2,2,2,2,2,2,2,1,156.147039785883, , , , , , , , , , , , , 
29180,1,51703,7,1,2,1,2,65,1,-2,2,1,3,2,2,2,1,0,-10,-10,1,1,1,3,2,-15,-15,-15,2,2,2,2,-18,5,1,-19,8,3,2,1,5,5035,2,1,-22,-22,-22,-22,2,2,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,2,2,2,2,2,1,-25,2,4,-29,-29,6,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,2,-35,-35,-35,-35,-35,-35,-35,-35,-35,4,2,1,-38,-38,1,3,2,1,2,2,2,2,1,4,2,-41,1,97,20040001,5,2,-43,-43,-43,5,-45,-45,2,-46,-46,-46,-46,-46,-46,-46,-46,1,666,6,1,6,1,6,1,2,-50,-50,-50,-50,1,2,2,2,0,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,3,2,1,2,2,1,1,1,1,2,2,2,3,1,148.820014983674, , , , , , , , , , , , , 
29340,1,61703,4,1,1,3,1,18,1,-2,2,1,7,-7,-7,1,-9,-9,-9,-9,-9,1,1,3,3,-15,-15,-15,2,2,2,2,-18,5,1,-19,4,1,1,1,19,19039,2,1,-22,-22,-22,-22,2,2,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,97,97,97,97,1,1,-25,2,6,-29,-29,1,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,2,-35,-35,-35,-35,-35,-35,-35,-35,-35,3,2,2,2,2017,1,4,2,1,2,1,2,1,2,5,1,2,2,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,2,-47,-47,-47,-47,2,-50,-50,-50,-50,2,2,2,2,0,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,2,2,1,2,2,2,2,2,2,2,2,2,2,1,140.418803369626, , , , , , , , , , , , , 
29403,1,211702,3,1,2,2,2,37,1,-2,2,1,7,-7,-7,1,-9,-9,-9,-9,-9,1,1,5,7,-15,-15,-15,2,2,2,2,-18,5,2,1,3,2,2,1,30,30118,2,2,1,5,5002,2,2,2,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,2,2,2,2,2,1,-25,2,6,-29,-29,1,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,2,-35,-35,-35,-35,-35,-35,-35,-35,-35,3,2,99,2,2017,8,1,2,1,1,2,2,1,1,0,-40,-40,2,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,2,-47,-47,-47,-47,2,-50,-50,-50,-50,2,2,2,2,0,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,2,2,1,2,2,2,2,2,2,2,2,2,2,1,199.208966555123, , , , , , , , , , , , , 
29512,1,281702,1,1,2,3,1,60,1,-2,2,1,7,-7,-7,1,-9,-9,-9,-9,-9,1,1,5,7,-15,-15,-15,2,2,2,2,-18,5,1,-19,2,2,1,1,28,28041,2,1,-22,-22,-22,-22,2,2,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,2,2,2,2,2,1,-25,1,-27,-27,-27,-27,211,1,2,1,2,8,5,9999999,99,99,1,1,4,931,1,1,2,2,-34,2,2,2,2,2,-35,-35,-35,-35,-35,-35,-35,-35,-35,3,2,99,2,2016,1,2,2,1,1,1,1,1,1,97,1,6,2,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,1,3,1,3,2,2,-50,-50,-50,-50,2,2,2,2,0,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,3,2,1,1,2,2,1,2,2,2,2,2,2,1,380.47615340625, , , , , , , , , , , , , 
29786,1,71703,7,1,1,2,2,41,1,-2,2,1,3,2,2,2,3,3,1,1,3,1,1,3,2,-15,-15,-15,2,2,2,2,-18,5,1,-19,6,2,2,1,18,18017,2,1,-22,-22,-22,-22,2,2,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,2,2,2,2,2,2,5,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,1,97,97,97,97,97,97,-36,97,-37,4,2,1,-38,-38,997,97,2,1,2,1,2,1,1,4,2,-41,2,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,2,-47,-47,-47,-47,2,-50,-50,-50,-50,2,2,2,2,0,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,1,1,2,2,2,2,2,2,2,2,2,2,2,1,66.6521991112892, , , , , , , , , , , , , 
30082,1,71703,7,1,1,2,2,25,1,-2,2,1,3,2,2,2,2,2,1,1,2,1,1,3,2,-15,-15,-15,2,2,2,2,-18,1,1,-19,4,1,2,1,14,14059,1,1,-22,-22,-22,-22,1,2,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,1,2,2,1,2,2,5,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,2,-35,-35,-35,-35,-35,-35,-35,-35,-35,4,2,1,-38,-38,997,97,2,1,2,1,2,1,1,4,2,-41,2,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,2,-47,-47,-47,-47,2,-50,-50,-50,-50,2,2,2,2,0,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,2,1,2,2,2,1,2,2,2,2,2,2,2,1,66.6521991112892, , , , , , , , , , , , , 
30120,1,71703,4,1,1,3,2,36,1,-2,2,1,3,2,2,1,-9,-9,-9,-9,-9,1,1,3,3,-15,-15,-15,2,2,2,2,-18,6,1,-19,1,-20,-20,1,21,21156,2,1,-22,-22,-22,-22,2,2,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,2,2,2,2,2,1,-25,2,1,-28,-28,-28,421,1,1,1,2,8,6,900,1,3,1,1,6,462,1,4,2,2,2,2,2,2,2,2,-35,-35,-35,-35,-35,-35,-35,-35,-35,2,2,1,-38,-38,997,97,2,1,1,2,2,2,1,4,1,3,2,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,2,-47,-47,-47,-47,2,-50,-50,-50,-50,2,2,2,2,0,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,2,2,2,2,2,2,2,2,2,2,2,2,2,1,93.2497322786788, , , , , , , , , , , , , 
30504,1,71703,7,1,1,3,1,15,1,-2,2,1,2,2,2,1,-9,-9,-9,-9,-9,1,1,3,2,-15,-15,-15,2,2,2,2,-18,6,2,2,7,4,2,1,14,14039,2,1,-22,-22,-22,-22,2,2,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,97,97,97,97,97,2,4,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,3,-35,-35,-35,-35,-35,-35,-35,-35,-35,4,2,1,-38,-38,3,4,2,2,2,2,2,1,1,4,2,-41,2,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,2,-47,-47,-47,-47,2,-50,-50,-50,-50,2,2,2,2,0,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,3,2,1,2,2,2,2,2,1,97,97,97,2,1,148.017324493339, , , , , , , , , , , , , 
30702,1,11703,6,1,1,3,2,49,1,-2,2,1,3,2,2,2,1,0,-10,-10,1,1,1,3,2,-15,-15,-15,2,2,2,2,-18,5,2,1,4,2,2,1,11,11023,1,1,-22,-22,-22,-22,2,2,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,97,97,97,97,97,1,-25,2,4,-29,-29,6,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,2,-35,-35,-35,-35,-35,-35,-35,-35,-35,4,2,1,-38,-38,20,2,2,1,2,2,2,2,1,4,2,-41,2,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,2,-47,-47,-47,-47,2,-50,-50,-50,-50,2,2,2,2,0,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,3,2,1,2,2,1,2,2,2,97,97,97,2,1,87.599062052623, , , , , , , , , , , , , 
30739,1,51703,6,1,1,3,2,48,1,-2,2,1,3,2,2,1,-9,-9,-9,-9,-9,1,1,3,3,-15,-15,-15,2,2,2,2,-18,5,2,1,3,1,2,1,15,15106,2,1,-22,-22,-22,-22,2,2,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,2,2,2,2,2,1,-25,2,4,-29,-29,2,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,1,2,1,2,2,2,2,-36,2,-37,4,2,1,-38,-38,1,4,2,1,1,1,1,1,1,4,2,-41,2,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,2,-47,-47,-47,-47,2,-50,-50,-50,-50,2,2,2,2,0,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,2,2,2,1,2,1,2,2,2,2,2,2,2,1,129.350239606187, , , , , , , , , , , , , 
30948,1,81703,7,1,2,2,1,29,1,-2,2,1,7,-7,-7,1,-9,-9,-9,-9,-9,1,1,3,3,-15,-15,-15,2,2,2,2,-18,5,1,-19,4,1,1,1,26,26030,2,1,-22,-22,-22,-22,2,2,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,2,2,2,2,2,1,-25,1,-27,-27,-27,-27,311,1,1,1,2,9,6,6000,1,4,1,1,4,325,1,3,2,2,-34,2,2,2,2,2,-35,-35,-35,-35,-35,-35,-35,-35,-35,3,2,1,-38,-38,1,3,2,1,1,2,2,2,2,3,2,-41,2,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,1,6,1,997,97,2,-50,-50,-50,-50,1,2,2,2,0,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,3,2,1,2,2,1,2,2,2,2,2,2,2,1,203.475760826355, , , , , , , , , , , , , 
30952,1,91703,5,1,5,2,2,35,1,-2,2,1,7,-7,-7,1,-9,-9,-9,-9,-9,1,1,4,7,-15,-15,-15,2,2,2,1,2,1,2,1,2,2,2,1,25,25002,1,2,1,26,26036,2,2,2,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,2,2,2,1,2,1,-25,1,-27,-27,-27,-27,740,1,1,1,2,10,5,9999999,99,99,1,1,7,326,1,4,2,2,2,2,2,2,2,2,-35,-35,-35,-35,-35,-35,-35,-35,-35,3,2,1,-38,-38,997,97,2,1,2,2,2,2,2,3,1,3,2,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,2,-47,-47,-47,-47,2,-50,-50,-50,-50,2,2,2,2,0,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,1,2,1,2,2,2,2,2,2,2,2,2,2,1,45.546196, , , , , , , , , , , , , 
30974,1,91703,5,1,5,2,2,69,1,-2,2,1,3,2,2,1,-9,-9,-9,-9,-9,1,1,6,1,-14,-14,1,2,2,2,2,-18,4,2,4,5,1,2,1,26,26018,1,1,-22,-22,-22,-22,2,1,2,2,2,2,1,2,2,2,500,1,97,97,97,97,1,2,5,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,3,-35,-35,-35,-35,-35,-35,-35,-35,-35,4,2,2,2,2016,997,97,2,1,2,2,2,2,1,4,2,-41,2,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,2,-47,-47,-47,-47,2,-50,-50,-50,-50,2,2,2,2,0,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,4,2,1,2,2,1,1,2,2,2,2,2,2,1,52.052795, , , , , , , , , , , , , 
30982,1,101703,1,2,1,2,2,34,1,-2,2,1,7,-7,-7,1,-9,-9,-9,-9,-9,1,1,4,7,-15,-15,-15,2,2,2,2,-18,1,1,-19,3,2,2,1,30,30131,1,1,-22,-22,-22,-22,2,1,1,2,2,2,2,2,1,2,2000,1,1,2,2,1,2,1,-25,1,-27,-27,-27,-27,225,1,1,1,2,8,6,5600,1,4,1,2,2,621,1,1,2,2,2,2,2,2,2,2,-35,-35,-35,-35,-35,-35,-35,-35,-35,2,2,1,-38,-38,3,4,2,1,1,1,2,1,1,4,1,6,2,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,2,-47,-47,-47,-47,2,-50,-50,-50,-50,2,2,2,2,0,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,2,2,2,1,2,2,2,2,2,2,2,2,2,1,29.8168345899848, , , , , , , , , , , , , 
30991,1,101703,1,2,1,2,1,40,1,-2,2,1,7,-7,-7,2,2,0,-10,-10,0,1,1,4,7,-15,-15,-15,2,2,2,1,3,5,2,1,5,2,1,1,22,22017,1,1,-22,-22,-22,-22,2,2,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,1,2,2,1,2,1,-25,1,-27,-27,-27,-27,227,1,1,1,2,8,5,3200,1,3,1,2,4,336,1,1,2,2,-34,2,2,2,2,1,2,1,2,2,2,2,-36,1,-37,1,2,1,-38,-38,2,4,2,1,1,1,2,1,1,4,1,3,1,1,280220001,5,2,-43,-43,-43,3,-45,-45,2,-46,-46,-46,-46,-46,-46,-46,-46,2,3,2,1,6,1,3,2,2,-50,-50,-50,-50,2,2,2,2,0,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,2,2,1,2,2,2,2,2,2,2,2,2,3,1,18.0506733883476, , , , , , , , , , , , , 
